greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
2.0,Cucumber,Slicing,2023-04-10,2023-06-15,66.0,26.2,24.3,27.9,71.5,750.0,31594.0,13.4,4.5,,,,1.7,6.4,14.53
3.0,Tomato,Roma,2023-01-04,2023-03-22,77.0,20.7,19.6,21.8,81.0,595.0,20230.0,10.0,7.0,249.0,81.0,167.0,3.9,5.8,15.15
1.0,Tomato,Heirloom,2023-12-12,2024-02-23,73.0,24.6,23.5,26.2,64.5,950.0,25086.0,10.0,6.9,239.0,60.0,224.0,1.6,6.9,14.11
5.0,Cucumber,Slicing,2023-11-16,2024-01-09,54.0,23.0,21.8,24.4,68.0,705.0,20840.0,10.0,7.7,154.0,97.0,138.0,0.2,6.3,11.03
1.0,Tomato,Beefsteak,2023-10-28,2024-01-25,89.0,25.5,23.0,26.6,86.2,928.0,27177.0,10.0,10.0,205.0,80.0,184.0,0.9,6.0,14.79
3.0,Tomato,Roma,2023-06-07,2023-09-03,88.0,24.2,22.9,26.2,70.3,986.0,35206.0,15.9,8.7,,,,0.5,6.6,13.97
4.0,Tomato,Heirloom,2023-12-14,2024-03-09,86.0,24.4,23.3,25.7,65.7,799.0,25846.0,10.0,7.8,,,,0.0,,17.32
3.0,Cucumber,Slicing,2023-08-18,2023-10-17,60.0,22.5,21.3,24.8,79.7,1152.0,38019.0,14.1,6.5,183.0,78.0,198.0,3.2,6.7,11.82
5.0,Tomato,Cherry,2023-07-07,2023-10-02,87.0,24.7,23.3,26.2,72.1,664.0,41404.0,15.8,6.8,171.0,83.0,190.0,1.3,6.2,19.44
3.0,Cucumber,Slicing,2023-08-18,2023-10-17,61.0,22.4,21.1,24.8,79.4,1140.0,37710.0,14.2,6.5,182.0,79.0,195.0,3.2,6.8,11.61
4.0,Lettuce,Butterhead,2023-04-23,2023-06-05,43.0,18.5,16.9,20.6,56.5,1037.0,30714.0,14.2,4.0,,,,1.1,6.7,9.6
5.0,Tomato,Beefsteak,2023-06-22,2023-09-15,85.0,23.7,22.4,25.0,52.9,702.0,38599.0,16.0,8.8,242.0,100.0,228.0,1.5,6.1,16.27
1.0,Cucumber,English,2023-11-08,2024-01-15,68.0,22.8,21.6,24.2,93.6,,23215.0,10.0,4.5,192.0,76.0,137.0,1.2,7.3,11.53
5.0,Tomato,Beefsteak,2023-03-24,2023-06-11,79.0,25.0,22.5,26.5,83.8,715.0,26028.0,12.2,9.5,204.0,53.0,228.0,3.1,7.0,12.37
3.0,Tomato,Cherry,2023-04-24,2023-07-03,70.0,27.7,26.6,28.9,69.1,955.0,43596.0,14.2,7.0,,,,2.0,6.4,22.38
1.0,Tomato,Cherry,2023-09-04,2023-11-16,73.0,24.1,22.8,25.7,85.4,467.0,30049.0,13.1,7.3,216.0,90.0,164.0,2.2,6.7,19.16
4.0,Tomato,Heirloom,2023-12-02,2024-02-28,88.0,23.4,20.0,26.8,76.6,722.0,25910.0,10.0,9.0,237.0,85.0,239.0,5.4,7.0,10.42
4.0,Pepper,Bell,2023-10-01,2024-01-08,99.0,26.7,25.1,28.6,77.7,859.0,24965.0,11.2,5.5,166.0,63.0,180.0,0.0,6.4,10.93
5.0,Cucumber,English,2023-07-21,2023-09-22,63.0,25.4,23.6,26.8,77.8,700.0,45827.0,15.5,7.4,157.0,46.0,149.0,0.3,6.0,13.02
2.0,Cucumber,Slicing,2023-07-28,2023-09-29,63.0,19.2,18.1,21.6,76.1,527.0,35062.0,15.2,2.7,196.0,97.0,172.0,3.6,6.1,13.09
1.0,Tomato,Beefsteak,2023-07-13,2023-10-05,82.0,24.2,21.9,27.3,78.3,1116.0,33452.0,15.6,6.8,162.0,98.0,195.0,1.5,6.4,21.25
3.0,Tomato,Heirloom,2023-07-20,2023-10-13,85.0,24.7,22.2,27.0,65.1,837.0,35155.0,15.5,8.8,183.0,94.0,212.0,0.6,6.6,15.84
1.0,Pepper,Bell,2023-12-06,2024-02-23,79.0,27.1,25.2,28.6,73.8,590.0,25135.0,10.0,5.8,130.0,49.0,133.0,1.3,6.4,10.51
5.0,Tomato,Roma,2023-12-26,2024-03-12,77.0,25.1,24.1,26.4,80.1,1044.0,21466.0,10.0,8.4,229.0,89.0,248.0,2.9,6.1,9.87
2.0,Lettuce,Iceberg,2023-06-04,2023-07-11,37.0,14.3,13.0,16.2,73.4,911.0,40798.0,15.8,5.0,112.0,31.0,135.0,3.7,5.9,9.95
2.0,Cucumber,Pickling,2023-05-13,2023-07-02,50.0,24.2,21.7,27.7,83.9,855.0,42665.0,15.2,10.3,177.0,80.0,171.0,2.7,6.6,8.46
3.0,Tomato,Beefsteak,2023-06-24,2023-08-31,68.0,23.1,21.8,26.2,57.1,723.0,31807.0,16.0,4.9,,,,4.8,5.2,20.91
4.0,Lettuce,Iceberg,2023-12-31,2024-02-19,50.0,21.2,19.5,22.5,79.7,761.0,18281.0,10.0,4.8,99.0,58.0,146.0,2.3,6.6,7.76
4.0,Cucumber,Pickling,2023-11-07,2024-01-01,55.0,24.0,20.5,25.6,92.8,812.0,22835.0,10.0,7.2,,,,0.3,6.0,13.69
5.0,Tomato,Roma,2023-02-14,2023-04-23,68.0,26.5,23.1,27.9,62.6,887.0,28313.0,10.0,9.8,185.0,106.0,231.0,1.6,5.3,10.03
4.0,Tomato,Heirloom,2023-08-10,2023-11-08,90.0,25.6,23.2,28.7,85.0,650.0,29392.0,14.6,6.3,221.0,100.0,237.0,2.0,6.0,20.98
4.0,Cucumber,Pickling,2023-08-23,2023-10-25,63.0,25.1,22.3,27.2,73.6,651.0,33139.0,13.8,8.4,143.0,90.0,125.0,0.7,5.2,9.01
1.0,Tomato,Roma,2023-09-18,2023-12-01,74.0,29.6,27.9,31.0,70.8,657.0,32310.0,12.1,10.8,206.0,57.0,230.0,4.2,6.9,11.53
1.0,Cucumber,Pickling,2023-08-15,2023-10-20,66.0,23.2,20.7,24.5,85.2,942.0,41204.0,14.3,7.4,199.0,75.0,159.0,2.9,6.2,15.26
5.0,Tomato,Cherry,2023-05-19,2023-07-26,68.0,27.6,25.8,29.3,77.8,742.0,30725.0,15.4,10.2,209.0,81.0,231.0,1.5,6.9,15.55
1.0,Cucumber,Pickling,2023-01-14,2023-03-23,68.0,24.1,23.0,27.4,82.9,839.0,26895.0,10.0,4.8,142.0,60.0,163.0,2.7,6.4,11.93
3.0,Tomato,Roma,2023-12-07,2024-02-17,72.0,25.4,23.2,27.3,57.7,1021.0,23751.0,10.0,6.7,183.0,115.0,187.0,2.8,6.2,15.64
2.0,Tomato,Roma,2023-04-18,2023-07-14,87.0,24.4,22.8,27.4,74.8,743.0,29192.0,13.9,6.7,,,,1.5,6.6,16.28
1.0,Tomato,Cherry,2023-06-07,2023-08-28,82.0,22.2,20.6,23.4,71.8,816.0,38545.0,15.9,7.4,229.0,83.0,195.0,4.8,7.0,15.99
4.0,Cucumber,Pickling,2023-07-06,2023-08-30,55.0,27.6,26.4,29.3,77.4,572.0,36117.0,15.9,7.8,192.0,94.0,133.0,2.3,6.7,7.42
5.0,Lettuce,Leaf,2023-02-10,2023-03-13,31.0,15.7,13.1,16.9,67.3,964.0,27706.0,10.1,3.4,135.0,62.0,93.0,0.5,6.2,8.33
3.0,Cucumber,Pickling,2023-05-19,2023-07-24,66.0,,,,,,,15.4,7.3,,,,2.2,7.2,13.6
2.0,Cucumber,English,2023-10-03,2023-12-07,65.0,23.6,22.4,25.3,71.8,923.0,28112.0,11.1,6.7,182.0,85.0,187.0,3.5,6.0,9.97
4.0,Lettuce,Iceberg,2023-09-24,2023-11-13,50.0,15.7,13.8,17.4,74.6,840.0,24647.0,11.7,5.1,83.0,53.0,138.0,1.0,7.2,7.95
4.0,Lettuce,Leaf,2023-10-13,2023-11-17,35.0,18.6,15.1,19.7,57.2,851.0,36694.0,10.4,7.2,127.0,39.0,131.0,0.0,7.5,6.5
2.0,Lettuce,Romaine,2023-10-03,2023-11-19,47.0,20.8,18.3,22.1,74.7,564.0,26006.0,11.1,5.3,124.0,46.0,123.0,2.6,,9.31
2.0,Cucumber,Pickling,2023-07-10,2023-09-05,57.0,23.8,22.6,25.5,74.9,684.0,40602.0,15.8,3.9,,,,4.2,6.6,15.91
1.0,Cucumber,Pickling,2023-05-01,2023-06-25,55.0,29.3,27.7,31.4,91.8,1158.0,34425.0,14.6,8.0,169.0,62.0,154.0,1.7,5.9,11.08
5.0,Cucumber,Slicing,2023-05-27,2023-07-31,65.0,24.6,21.6,27.7,72.2,795.0,29479.0,15.7,3.5,165.0,83.0,127.0,0.0,6.6,16.69
3.0,Cucumber,Slicing,2023-02-21,2023-04-27,65.0,25.4,23.3,27.2,67.8,731.0,17756.0,10.1,5.9,141.0,84.0,129.0,1.7,6.2,11.51
4.0,Cucumber,Slicing,2023-06-23,2023-08-20,58.0,24.4,23.3,25.9,83.8,788.0,53658.0,16.0,7.0,165.0,73.0,199.0,3.3,7.4,11.58
5.0,Tomato,Cherry,2023-09-01,2023-11-14,74.0,26.8,24.1,29.6,82.1,936.0,25622.0,13.3,9.2,216.0,58.0,247.0,2.6,6.7,14.1
3.0,Lettuce,Butterhead,2023-11-09,2023-12-25,46.0,14.6,13.0,16.0,81.7,632.0,30026.0,10.0,4.7,98.0,65.0,145.0,2.0,6.4,8.89
4.0,Lettuce,Romaine,2023-04-05,2023-05-23,48.0,16.6,15.6,18.4,84.9,864.0,33736.0,13.0,5.4,115.0,38.0,135.0,2.3,6.1,8.05
2.0,Tomato,Beefsteak,2023-02-13,2023-04-28,74.0,25.7,24.2,27.7,80.4,542.0,15996.0,10.0,6.7,249.0,115.0,237.0,4.5,6.4,12.94
2.0,Tomato,Beefsteak,2023-01-17,2023-03-28,70.0,27.0,25.8,29.1,69.9,656.0,15354.0,10.0,5.0,198.0,108.0,174.0,0.0,6.6,19.15
2.0,Cucumber,Pickling,2023-06-13,2023-08-19,67.0,23.0,20.0,24.1,73.7,800.0,43532.0,16.0,5.6,130.0,46.0,148.0,0.0,7.3,16.23
3.0,Tomato,Heirloom,2023-07-23,2023-09-27,66.0,26.2,24.3,27.8,78.1,578.0,40549.0,15.4,10.4,194.0,59.0,242.0,2.1,7.2,17.89
3.0,Tomato,Heirloom,2023-11-07,2024-01-23,77.0,26.2,24.1,28.5,88.5,629.0,25039.0,10.0,4.5,196.0,72.0,195.0,4.3,5.7,16.03
5.0,Lettuce,Leaf,2023-05-16,2023-07-03,48.0,21.4,19.7,23.3,71.8,768.0,30454.0,15.3,6.7,86.0,34.0,127.0,1.7,7.3,6.51
4.0,Cucumber,Pickling,2023-12-31,2024-03-06,66.0,23.1,20.0,25.8,79.9,662.0,27926.0,10.0,9.5,,,,3.9,6.3,9.36
2.0,Tomato,Cherry,2023-08-08,2023-10-29,82.0,23.4,21.6,24.7,70.8,836.0,35827.0,14.7,5.4,199.0,103.0,196.0,3.9,6.4,24.39
3.0,Tomato,Cherry,2023-10-03,2023-12-22,80.0,26.4,24.9,29.1,67.9,907.0,26234.0,11.1,8.8,203.0,96.0,185.0,4.2,6.1,10.91
4.0,Tomato,Cherry,2023-03-15,2023-05-25,71.0,26.7,23.1,29.8,59.9,854.0,33315.0,11.6,6.9,155.0,103.0,174.0,0.0,6.3,13.44
4.0,Pepper,Bell,2023-10-05,2023-12-16,72.0,27.6,26.1,29.2,84.2,956.0,30982.0,10.9,5.4,163.0,59.0,173.0,0.6,6.9,13.9
1.0,Tomato,Beefsteak,2023-03-08,2023-05-31,84.0,27.8,25.9,29.5,87.3,836.0,33217.0,11.1,6.3,174.0,84.0,172.0,1.5,7.1,17.69
2.0,Cucumber,Slicing,2023-12-07,2024-02-10,65.0,20.8,18.3,24.5,76.4,761.0,21982.0,10.0,5.1,200.0,89.0,154.0,1.6,5.7,13.6
4.0,Cucumber,Slicing,2023-08-26,2023-10-18,53.0,24.0,21.2,26.1,92.1,754.0,25624.0,13.6,7.6,185.0,45.0,164.0,0.2,5.5,14.51
5.0,Pepper,Jalapeno,2023-12-04,2024-02-14,72.0,21.9,19.5,24.7,67.0,837.0,20668.0,10.0,4.6,147.0,58.0,200.0,0.9,5.2,11.01
4.0,Lettuce,Iceberg,2023-05-31,2023-07-12,42.0,20.3,18.1,21.7,73.4,918.0,38834.0,15.8,6.7,,,,2.1,5.8,6.62
5.0,Tomato,Heirloom,2023-08-22,2023-11-16,86.0,24.9,23.8,26.0,71.2,1005.0,45948.0,13.9,4.3,191.0,76.0,200.0,0.5,6.3,23.71
4.0,Tomato,Roma,2023-03-12,2023-05-23,72.0,22.0,20.6,25.5,69.1,718.0,34747.0,11.4,6.6,199.0,91.0,156.0,4.8,6.3,18.28
3.0,Pepper,Bell,2023-03-05,2023-05-19,75.0,28.6,26.3,29.7,72.6,647.0,23746.0,10.9,5.2,182.0,58.0,175.0,0.8,7.0,13.49
1.0,Lettuce,Iceberg,2023-08-25,2023-10-06,42.0,16.6,15.2,18.4,77.3,748.0,34063.0,13.7,3.5,131.0,37.0,122.0,2.4,6.3,10.61
2.0,Cucumber,English,2023-12-20,2024-02-14,56.0,22.7,21.6,24.2,70.7,772.0,23594.0,10.0,7.4,102.0,98.0,174.0,2.2,6.5,5.92
2.0,Pepper,Jalapeno,2023-02-17,2023-05-21,93.0,24.4,20.8,27.0,80.3,654.0,21641.0,10.0,6.0,171.0,77.0,147.0,0.8,6.7,9.98
1.0,Tomato,Cherry,2023-02-22,2023-05-19,86.0,24.9,23.9,27.2,74.2,777.0,32053.0,10.2,8.0,197.0,68.0,156.0,2.9,7.2,14.06
2.0,Tomato,Roma,2023-10-09,2023-12-27,79.0,23.6,22.3,25.0,80.7,923.0,23737.0,10.7,7.3,195.0,72.0,153.0,1.9,5.8,15.58
5.0,Lettuce,Butterhead,2023-10-12,2023-11-23,42.0,21.4,20.0,22.5,77.7,1037.0,25366.0,10.5,3.9,123.0,64.0,134.0,3.9,6.0,5.01
5.0,Tomato,Heirloom,2023-07-13,2023-09-15,64.0,23.4,22.4,25.7,63.4,731.0,36381.0,15.7,10.0,185.0,68.0,179.0,1.1,6.4,13.87
5.0,Cucumber,Pickling,2023-04-11,2023-06-03,53.0,23.8,22.4,25.5,75.0,491.0,25059.0,13.4,7.4,146.0,50.0,196.0,0.4,6.4,9.75
4.0,Tomato,Cherry,2023-02-20,2023-05-01,70.0,25.7,23.2,27.9,65.0,729.0,18027.0,10.1,5.3,238.0,53.0,205.0,1.9,5.7,24.63
2.0,Lettuce,Romaine,2023-03-28,2023-05-03,36.0,20.4,17.6,23.0,72.6,688.0,33601.0,12.5,5.3,102.0,41.0,80.0,1.3,6.5,7.63
5.0,Tomato,Cherry,2023-10-17,2023-12-30,74.0,23.7,22.4,26.5,60.8,941.0,19275.0,10.2,6.5,193.0,67.0,174.0,2.0,7.2,14.94
1.0,Tomato,Roma,2023-03-10,2023-05-10,61.0,23.1,21.7,24.9,75.1,777.0,28436.0,11.2,5.8,220.0,89.0,184.0,0.1,6.8,21.06
5.0,Tomato,Roma,2023-06-03,2023-08-23,81.0,22.4,20.7,24.0,75.7,913.0,43829.0,15.8,6.7,184.0,106.0,171.0,4.0,6.8,13.98
4.0,Cucumber,English,2023-11-14,2024-01-20,67.0,22.0,20.1,23.0,68.7,791.0,16771.0,10.0,7.4,155.0,91.0,193.0,1.4,7.2,13.1
4.0,Pepper,Bell,2023-10-01,2023-12-17,77.0,26.3,24.2,28.9,68.5,926.0,26863.0,11.2,8.1,,,,0.2,6.0,12.2
3.0,Lettuce,Butterhead,2023-05-01,2023-06-20,50.0,19.4,16.8,21.3,66.4,911.0,34572.0,14.6,6.5,100.0,52.0,120.0,1.9,6.8,8.92
4.0,Lettuce,Leaf,2023-11-02,2023-12-15,43.0,16.4,15.1,17.7,73.2,856.0,20846.0,10.0,4.3,100.0,54.0,105.0,2.3,6.8,9.23
5.0,Tomato,Cherry,2023-12-14,2024-02-21,69.0,24.6,22.6,26.8,77.9,545.0,24053.0,10.0,5.2,172.0,115.0,195.0,1.7,5.7,20.81
2.0,Lettuce,Leaf,2023-09-13,2023-10-15,32.0,17.1,15.6,19.5,56.7,735.0,30933.0,12.4,4.4,126.0,66.0,143.0,0.7,7.0,7.59
5.0,Tomato,Heirloom,2023-06-28,2023-09-26,90.0,27.1,26.1,30.6,74.7,549.0,43198.0,16.0,5.0,,,,1.4,7.5,26.87
5.0,Tomato,Beefsteak,2023-04-17,2023-06-24,68.0,26.2,24.5,27.4,74.3,553.0,34338.0,13.8,7.0,,,,2.1,6.0,15.7
2.0,Tomato,Roma,2023-05-30,2023-08-24,86.0,26.1,24.9,28.7,68.2,769.0,44062.0,15.7,9.3,,,,1.2,6.7,14.2
1.0,Pepper,Jalapeno,2023-08-03,2023-11-07,96.0,22.4,19.1,25.0,73.2,930.0,41867.0,14.9,8.2,177.0,68.0,194.0,0.6,7.2,8.91
5.0,Tomato,Cherry,2023-01-29,2023-04-13,74.0,23.5,21.3,24.7,67.9,767.0,17438.0,10.0,8.9,,,,0.0,5.5,15.21
5.0,Tomato,Heirloom,2023-12-02,2024-01-31,60.0,21.7,20.7,23.5,69.5,804.0,13646.0,10.0,6.6,250.0,61.0,160.0,4.1,5.6,13.55
5.0,Tomato,Cherry,2023-11-29,2024-02-04,67.0,25.2,22.8,27.1,76.7,753.0,17380.0,10.0,10.5,171.0,101.0,172.0,1.4,6.6,12.25
1.0,Cucumber,Pickling,2023-05-04,2023-07-04,61.0,21.7,20.3,23.8,73.0,935.0,39178.0,14.7,7.1,187.0,63.0,185.0,2.1,6.1,10.03
1.0,Pepper,Habanero,2023-02-06,2023-05-06,89.0,25.8,23.3,27.6,77.2,939.0,19605.0,10.0,8.7,144.0,45.0,162.0,2.0,6.6,5.42
1.0,Pepper,Habanero,2023-08-10,2023-11-11,93.0,,,,,,,14.6,5.1,137.0,84.0,160.0,2.4,,15.91
2.0,Tomato,Roma,2023-01-04,2023-03-25,80.0,23.5,22.4,24.8,81.1,566.0,24085.0,10.0,10.1,161.0,99.0,245.0,4.1,6.2,11.45
5.0,Tomato,Roma,2023-05-21,2023-08-02,73.0,24.6,22.4,26.9,63.6,699.0,42623.0,15.5,6.6,223.0,112.0,162.0,1.1,6.0,22.46
5.0,Tomato,Beefsteak,2023-06-17,2023-09-14,89.0,26.4,24.4,28.5,63.0,807.0,35938.0,16.0,8.0,165.0,85.0,180.0,3.3,6.0,11.44
5.0,Tomato,Cherry,2023-06-02,2023-08-12,71.0,25.5,23.5,28.6,72.9,838.0,39179.0,15.8,4.9,201.0,93.0,190.0,1.3,7.0,22.91
3.0,Lettuce,Iceberg,2023-10-08,2023-11-16,39.0,17.0,15.3,19.2,62.3,465.0,24453.0,10.7,5.6,111.0,42.0,98.0,1.3,7.2,9.35
2.0,Tomato,Cherry,2023-05-04,2023-07-10,67.0,24.8,22.8,26.6,77.7,528.0,37971.0,14.7,8.6,212.0,84.0,154.0,0.2,6.7,17.93
4.0,Tomato,Beefsteak,2023-06-22,2023-09-15,85.0,22.9,21.0,25.0,65.8,1021.0,44362.0,16.0,6.5,232.0,113.0,201.0,2.3,6.8,22.19
2.0,Pepper,Jalapeno,2023-02-19,2023-05-25,95.0,28.3,27.2,30.1,83.4,600.0,29903.0,10.0,11.3,186.0,81.0,195.0,3.5,7.1,10.12
1.0,Cucumber,English,2023-04-13,2023-06-08,56.0,23.5,21.0,24.6,66.9,756.0,25552.0,13.5,10.6,192.0,64.0,147.0,0.0,6.1,10.48
1.0,Cucumber,English,2023-06-21,2023-08-20,60.0,27.2,26.0,28.8,75.7,1090.0,35602.0,16.0,6.7,116.0,45.0,194.0,3.7,5.9,10.92
1.0,Cucumber,English,2023-08-19,2023-10-24,66.0,21.8,20.4,24.8,84.6,1010.0,33358.0,14.1,7.4,147.0,60.0,188.0,1.3,6.6,10.74
3.0,Cucumber,Pickling,2023-03-31,2023-06-09,70.0,23.9,21.2,27.5,80.4,717.0,27815.0,12.7,4.6,178.0,67.0,140.0,0.9,7.1,15.33
1.0,Tomato,Beefsteak,2023-06-16,2023-08-31,76.0,26.9,25.4,28.2,86.5,577.0,41465.0,16.0,6.5,,,,,6.5,25.53
3.0,Lettuce,Romaine,2023-11-09,2023-12-12,33.0,15.5,14.0,16.6,70.5,793.0,19827.0,10.0,3.0,121.0,33.0,114.0,1.1,5.8,3.89
4.0,Cucumber,Slicing,2023-04-26,2023-07-05,70.0,22.8,21.1,24.5,82.8,895.0,29826.0,14.3,5.3,132.0,91.0,131.0,2.5,5.6,14.56
3.0,Tomato,Cherry,2023-11-07,2024-01-11,65.0,28.1,26.8,29.6,71.1,630.0,23944.0,10.0,11.0,163.0,55.0,178.0,0.0,6.8,13.45
2.0,Cucumber,Pickling,2023-04-26,2023-06-26,61.0,,,,,,,14.3,9.5,119.0,56.0,144.0,2.3,6.3,6.94
2.0,Cucumber,Slicing,2023-07-21,2023-09-18,59.0,26.2,22.5,27.9,79.6,975.0,38350.0,15.5,8.5,104.0,90.0,165.0,1.2,6.6,7.06
3.0,Tomato,Heirloom,2023-12-31,2024-03-08,68.0,22.8,20.7,24.5,82.1,1042.0,13156.0,10.0,5.8,170.0,63.0,233.0,0.9,6.6,15.98
1.0,Tomato,Beefsteak,2023-10-11,2023-12-27,77.0,23.3,20.3,26.8,73.0,996.0,28564.0,10.6,5.6,214.0,76.0,172.0,1.1,6.9,22.38
1.0,Cucumber,Slicing,2023-02-04,2023-03-28,52.0,21.2,19.1,22.6,90.4,822.0,19897.0,10.0,7.6,138.0,92.0,127.0,1.2,6.3,10.72
4.0,Tomato,Beefsteak,2023-08-09,2023-10-14,66.0,23.0,20.5,25.4,89.5,767.0,37513.0,14.6,7.7,226.0,119.0,176.0,1.8,6.7,17.0
1.0,Tomato,Beefsteak,2023-03-30,2023-06-19,81.0,25.6,24.0,27.3,73.3,759.0,28909.0,12.6,8.0,249.0,89.0,161.0,1.1,6.4,17.9
1.0,Tomato,Heirloom,2023-03-12,2023-05-11,60.0,21.7,20.2,24.5,61.2,669.0,24670.0,11.4,3.7,201.0,116.0,155.0,2.7,7.0,16.26
2.0,Tomato,Cherry,2023-01-10,2023-03-21,70.0,23.1,21.7,24.8,88.0,762.0,27228.0,10.0,8.2,182.0,99.0,240.0,,5.5,12.52
5.0,Cucumber,Pickling,2023-05-03,2023-06-27,55.0,23.6,22.3,25.2,78.2,720.0,31726.0,14.7,2.9,115.0,43.0,198.0,0.0,6.9,12.68
5.0,Tomato,Beefsteak,2023-04-17,2023-06-24,68.0,26.2,24.5,27.4,74.3,553.0,34338.0,13.8,7.0,,,,2.1,6.0,15.7
1.0,Pepper,Habanero,2023-01-05,2023-03-28,82.0,,,,,,,10.0,6.3,172.0,66.0,135.0,1.0,6.6,8.42
1.0,Tomato,Beefsteak,2023-05-01,2023-07-18,78.0,20.4,17.7,23.0,76.2,925.0,34467.0,14.6,8.0,225.0,53.0,200.0,0.7,6.9,15.35
2.0,Cucumber,Slicing,2023-08-07,2023-10-06,60.0,21.7,20.0,23.4,86.6,745.0,35810.0,14.7,5.7,155.0,70.0,155.0,2.9,6.9,12.82
1.0,Tomato,Cherry,2023-01-10,2023-03-18,67.0,27.5,26.4,28.8,69.7,937.0,21283.0,10.0,8.6,237.0,69.0,202.0,1.0,5.6,10.87
5.0,Cucumber,Slicing,2023-11-11,2024-01-13,63.0,19.0,17.4,20.4,73.0,878.0,25096.0,10.0,7.7,113.0,72.0,129.0,3.2,7.2,8.45
4.0,Tomato,Roma,2023-06-17,2023-09-09,84.0,23.5,21.6,24.7,77.1,729.0,44592.0,16.0,5.9,240.0,85.0,196.0,5.6,5.8,20.98
5.0,Tomato,Beefsteak,2023-10-01,2023-12-05,65.0,25.1,23.0,27.2,68.5,871.0,34668.0,11.2,6.0,166.0,89.0,219.0,1.6,6.7,23.03
2.0,Tomato,Roma,2023-05-13,2023-07-23,71.0,27.2,24.4,29.1,79.9,741.0,35887.0,15.2,8.7,171.0,109.0,250.0,0.0,6.1,16.26
1.0,Lettuce,Iceberg,2023-11-10,2023-12-17,37.0,19.8,16.3,22.2,77.0,618.0,23012.0,10.0,6.3,110.0,39.0,121.0,4.2,6.7,5.44
1.0,Pepper,Jalapeno,2023-05-12,2023-08-20,100.0,31.4,30.4,32.3,60.9,616.0,41932.0,15.0,8.0,201.0,68.0,186.0,0.5,7.4,5.66
3.0,Tomato,Heirloom,2023-05-26,2023-07-29,64.0,27.7,25.8,30.1,74.1,807.0,33921.0,15.6,7.1,172.0,76.0,167.0,2.0,7.3,19.61
5.0,Tomato,Beefsteak,2023-01-24,2023-04-16,82.0,23.4,22.1,24.7,77.7,1033.0,23991.0,10.0,7.2,194.0,93.0,218.0,2.1,6.9,18.43
5.0,Cucumber,English,2023-06-22,2023-08-22,61.0,24.2,22.9,27.1,73.4,685.0,45874.0,16.0,6.6,143.0,65.0,161.0,0.6,5.9,10.77
4.0,Lettuce,Iceberg,2023-02-11,2023-03-25,42.0,17.2,14.0,18.5,71.3,800.0,26083.0,10.0,4.6,111.0,39.0,123.0,2.6,6.1,6.23
2.0,Cucumber,English,2023-01-11,2023-03-04,52.0,,,,,,,10.0,6.0,150.0,88.0,181.0,1.5,7.1,8.06
4.0,Tomato,Beefsteak,2023-09-09,2023-11-23,75.0,25.0,23.6,26.3,78.3,737.0,34512.0,12.7,8.3,157.0,83.0,171.0,1.5,7.0,17.39
4.0,Lettuce,Leaf,2023-02-25,2023-04-11,45.0,20.7,19.7,23.2,70.5,818.0,13115.0,10.4,5.0,115.0,63.0,87.0,2.8,6.1,3.79
1.0,Cucumber,Pickling,2023-02-02,2023-04-06,63.0,25.0,23.1,26.5,86.4,915.0,21105.0,10.0,6.9,177.0,73.0,179.0,0.0,,14.31
1.0,Cucumber,Pickling,2023-10-17,2023-12-16,60.0,26.4,25.1,28.0,82.2,902.0,22346.0,10.2,5.0,135.0,92.0,188.0,1.0,5.7,16.1
5.0,Lettuce,Romaine,2023-12-20,2024-01-27,38.0,18.4,17.2,20.4,82.8,455.0,12654.0,10.0,8.0,,,,0.0,7.4,6.34
2.0,Tomato,Heirloom,2023-07-08,2023-09-14,68.0,24.5,22.7,27.3,69.5,924.0,39357.0,15.8,8.5,249.0,58.0,162.0,2.4,6.5,16.19
2.0,Lettuce,Iceberg,2023-09-06,2023-10-06,30.0,20.6,19.3,21.9,76.2,858.0,34349.0,12.9,3.6,107.0,47.0,106.0,2.0,6.3,7.0
5.0,Tomato,Roma,2023-03-11,2023-05-13,63.0,27.3,26.3,29.2,83.5,888.0,34195.0,11.3,9.5,188.0,53.0,175.0,0.0,6.6,15.5
4.0,Pepper,Habanero,2023-03-01,2023-05-23,83.0,26.3,24.3,28.4,78.9,805.0,30172.0,10.6,10.6,,,,0.0,6.7,6.18
5.0,Cucumber,Pickling,2023-03-30,2023-06-05,67.0,23.6,22.1,24.6,77.8,615.0,28029.0,12.6,9.5,197.0,79.0,178.0,1.7,6.6,12.47
4.0,Lettuce,Butterhead,2023-11-14,2024-01-01,48.0,20.3,18.1,21.5,62.9,444.0,25483.0,10.0,6.7,89.0,61.0,141.0,0.0,6.0,3.25
1.0,Cucumber,Slicing,2023-10-18,2023-12-15,58.0,21.2,19.0,23.3,80.2,618.0,23412.0,10.1,6.9,188.0,66.0,178.0,0.0,5.6,11.48
1.0,Cucumber,English,2023-01-21,2023-03-21,59.0,22.2,20.5,24.1,74.1,791.0,16551.0,10.0,8.1,182.0,92.0,163.0,1.1,6.2,12.94
